592,2139,308.42,1009,305.18,0.00 
593,2146,312.18,1010,305.70,0.00 
594,2138,307.89,1007,304.48,0.00 
595,2158,318.61,1012,306.12,0.00 
596,976,-314.99,11624,200.10,0.00 
597,2144,311.10,2781,288.78,1.00 
598,2087,280.55,3062,280.96,0.00 
599,2142,310.03,3418,281.75,0.00 
600,2152,315.39,3823,278.85,0.00 
601,2122,299.31,4283,271.62,1.00 
602,2169,324.50,3072,287.74,1.00 
603,1935,199.07,3059,266.67,1.00 
604,2118,297.17,3107,280.63,1.00 
605,2011,239.81,3027,270.89,1.00 
606,2341,416.70,2981,299.04,1.00 
607,2145,311.64,2712,286.10,1.00 
608,2128,302.53,2648,284.31,1.00 
609,2229,356.67,2606,296.27,1.00 
610,2145,311.64,2500,291.38,1.00 
611,2162,320.75,2417,296.31,1.00 
612,2114,295.02,2310,291.57,1.00 
613,2123,299.85,2246,293.28,1.00 
614,2087,280.55,2169,291.56,1.00 
615,2190,335.76,2123,299.98,1.00 
616,2205,343.80,2065,302.75,1.00 
617,2133,305.21,1987,297.39,1.00 
618,2155,317.00,1939,300.33,1.00 
619,2114,295.02,1877,297.84,1.00 
620,2114,295.02,1828,298.88,1.00 
621,2128,302.53,1783,299.95,0.00 
622,2123,299.85,1735,299.04,0.00 
623,2127,301.99,1694,299.67,1.00 
624,2175,327.72,1665,303.85,1.00 
625,2176,328.26,1630,304.94,1.00 
626,2175,327.72,1597,305.86,1.00 
627,2262,374.36,1589,314.62,1.00 
628,2150,314.32,1535,307.21,1.00 
629,2128,302.53,1503,306.50,0.00 
630,2131,304.14,1477,307.21,0.00 
631,2206,344.34,1471,314.29,0.00 
632,2160,319.68,1438,311.59,0.00 
633,2141,309.50,1408,309.38,0.00 
634,2171,325.58,1394,312.43,0.00 
635,2035,252.68,1340,301.26,0.00 
636,2124,300.38,1341,308.22,0.00 
637,2104,289.66,1314,305.42,0.00 
638,2149,313.78,1305,308.42,0.00 
639,2176,328.26,1295,310.67,0.00 
640,2180,330.40,1280,310.73,0.00 
641,2097,285.91,1248,304.90,0.00 
642,2161,320.22,1249,310.06,0.00 
643,2128,302.53,1230,307.88,0.00 
644,2198,340.05,1236,314.05,0.00 
645,2141,309.50,1211,309.52,0.00 
646,2128,302.53,1196,308.16,0.00 
647,2109,292.34,1182,307.00,0.00 
648,2170,325.04,1187,311.94,0.00 
649,2156,317.54,1176,311.37,0.00 
650,2134,305.74,1160,308.95,0.00 
651,2175,327.72,1163,312.52,0.00 
652,2149,313.78,1150,310.93,0.00 
653,2178,329.33,1153,314.17,0.00 
654,2181,330.94,1148,314.81,0.00 
655,2190,335.76,1145,316.19,0.00 
656,2131,304.14,1127,312.13,0.00 
657,2162,320.75,1130,314.83,0.00 
