1,1695,50.42,0.000000 
2,1699,52.57,9.090649 
3,1701,53.64,9.056489 
4,1690,47.74,9.040058 
5,1706,56.32,9.138891 
6,1690,47.74,8.998338 
7,1696,50.96,9.141498 
8,1697,51.50,9.089611 
9,1698,52.03,9.082050 
10,1696,50.96,9.074489 
11,1695,50.42,9.093525 
12,1696,50.96,9.103698 
13,1698,52.03,9.096138 
14,1698,52.03,9.079710 
15,1701,53.64,9.081014 
16,1696,50.96,9.055717 
17,1699,52.57,9.101350 
18,1701,53.64,9.076056 
19,1701,53.64,9.059625 
20,1700,53.10,9.060924 
21,1701,53.64,9.071090 
22,1708,57.39,9.063524 
23,1709,57.93,9.002757 
24,1712,59.54,8.995181 
25,1712,59.54,8.969870 
26,1710,58.46,8.971155 
27,1712,59.54,8.990174 
28,1712,59.54,8.973729 
29,1712,59.54,8.975015 
30,1714,60.61,8.976300 
31,1727,67.58,8.959852 
32,1715,61.14,8.845868 
33,1722,64.90,8.953535 
34,1718,62.75,8.892750 
35,1716,61.68,8.929489 
36,1720,63.82,8.948500 
37,1723,65.43,8.914314 
38,1720,63.82,8.888989 
39,1726,67.04,8.916861 
40,1726,67.04,8.864936 
41,1725,66.50,8.866203 
42,1727,67.58,8.876338 
43,1727,67.58,8.859873 
44,1729,68.65,8.861139 
45,1733,70.79,8.844672 
46,1732,70.26,8.810470 
47,1731,69.72,8.820595 
48,1736,72.40,8.830722 
49,1734,71.33,8.787649 
50,1735,71.86,8.806638 
51,1742,75.62,8.799028 
52,1735,71.86,8.738217 
53,1744,76.69,8.801532 
54,1746,77.76,8.722987 
55,1744,76.69,8.706499 
56,1746,77.76,8.725474 
57,1750,79.91,8.708985 
58,1754,82.05,8.674762 
59,1755,82.59,8.640532 
60,1756,83.12,8.632896 
61,1753,81.51,8.625261 
62,1758,84.19,8.653090 
63,1759,84.73,8.609990 
64,1756,83.12,8.602350 
65,1762,86.34,8.630176 
66,1762,86.34,8.578205 
67,1761,85.80,8.579427 
68,1767,89.02,8.589515 
69,1755,82.59,8.537539 
70,1764,87.41,8.645153 
71,1771,91.16,8.566584 
72,1771,91.16,8.505736 
73,1776,93.84,8.506947 
74,1774,92.77,8.463823 
75,1777,94.38,8.482760 
76,1771,91.16,8.457367 
77,1776,93.84,8.511770 
78,1781,96.52,8.468647 
79,1782,97.06,8.425517 
80,1782,97.06,8.417848 
81,1786,99.20,8.419044 
82,1788,100.27,8.384774 
83,1790,101.35,8.368232 
84,1790,101.35,8.351686 
85,1792,102.42,8.352873 
86,1796,104.56,8.336326 
87,1793,102.96,8.302042 
88,1779,95.45,8.329821 
89,1799,106.17,8.455136 
90,1796,104.56,8.279003 
91,1806,109.92,8.306777 
92,1808,111.00,8.219289 
93,1808,111.00,8.202722 
94,1808,111.00,8.203884 
95,1810,112.07,8.205048 
96,1809,111.53,8.188478 
97,1815,114.75,8.198504 
98,1814,114.21,8.146466 
99,1818,116.36,8.156487 
100,1822,118.50,8.122175 
