10,67,22.86
11,45,15.35
12,45,15.35
13,35,11.94
14,95,32.41
15,80,27.29
16,66,22.51
17,54,18.42
18,28,9.55
19,38,12.96
20,86,29.34
21,43,14.67
22,53,18.08
23,31,10.57
24,55,18.76
25,46,15.69
26,0,0.00
27,78,26.61
28,49,16.72
29,59,20.13
30,60,20.47
31,38,12.96
32,34,11.60
33,74,25.24
34,80,27.29
35,67,22.86
36,56,19.10
37,94,32.07
38,86,29.34
39,55,18.76
40,59,20.13
41,82,27.97
42,58,19.79
43,104,35.48
44,59,20.13
45,48,16.37
46,110,37.52
47,91,31.04
48,76,25.93
49,114,38.89
50,74,25.24
51,87,29.68
52,64,21.83
53,96,32.75
54,110,37.52
55,68,23.20
56,74,25.24
57,106,36.16
58,63,21.49
59,74,25.24
60,106,36.16
62,107,36.50
63,107,36.50
64,111,37.86
65,102,34.79
66,53,18.08
67,70,23.88
68,112,38.21
69,141,48.10
70,90,30.70
71,143,48.78
72,87,29.68
73,97,33.09
74,89,30.36
75,162,55.26
76,104,35.48
77,130,44.35
78,135,46.05
79,119,40.59
80,109,37.18
81,122,41.62
82,110,37.52
83,109,37.18
84,115,39.23
85,107,36.50
86,124,42.30
87,74,25.24
88,81,27.63
89,110,37.52
90,119,40.59
91,87,29.68
92,159,54.24
93,122,41.62
94,115,39.23
95,138,47.08
96,109,37.18
97,104,35.48
98,156,53.22
99,131,44.69
100,176,60.04
101,153,52.19
102,157,53.56
103,144,49.12
104,123,41.96
105,155,52.87
106,118,40.25
107,131,44.69
108,105,35.82
110,128,43.66
111,169,57.65
112,140,47.76
113,166,56.63
114,106,36.16
115,138,47.08
116,142,48.44
117,142,48.44
118,155,52.87
119,162,55.26
120,151,51.51
121,149,50.83
122,139,47.42
123,139,47.42
124,133,45.37
125,186,63.45
126,176,60.04
128,178,60.72
129,198,67.54
130,147,50.15
131,123,41.96
132,151,51.51
133,160,54.58
134,207,70.61
135,178,60.72
136,203,69.25
137,136,46.39
138,202,68.91
139,182,62.08
140,170,57.99
141,211,71.98
142,180,61.40
143,176,60.04
144,157,53.56
145,201,68.57
146,176,60.04
147,176,60.04
148,161,54.92
149,170,57.99
150,196,66.86
152,240,81.87
153,217,74.02
154,218,74.37
155,208,70.95
156,223,76.07
157,179,61.06
158,231,78.80
159,177,60.38
160,210,71.64
161,188,64.13
162,213,72.66
163,227,77.44
164,237,80.85
165,207,70.61
166,210,71.64
167,176,60.04
168,255,86.99
169,225,76.75
170,240,81.87
171,245,83.58
172,231,78.80
173,165,56.29
174,194,66.18
175,193,65.84
176,194,66.18
177,206,70.27
178,225,76.75
179,143,48.78
180,218,74.37
181,207,70.61
182,240,81.87
183,242,82.55
184,243,82.89
185,231,78.80
186,208,70.95
187,242,82.55
188,215,73.34
189,259,88.35
190,251,85.62
191,214,73.00
192,253,86.30
194,208,70.95
195,237,80.85
196,222,75.73
197,142,48.44
198,212,72.32
199,223,76.07
200,283,96.54
201,274,93.47
202,240,81.87
203,242,82.55
204,236,80.51
205,238,81.19
206,269,91.76
207,232,79.14
208,263,89.72
209,256,87.33
210,238,81.19
211,274,93.47
212,263,89.72
213,266,90.74
214,274,93.47
215,237,80.85
216,283,96.54
217,197,67.20
218,283,96.54
219,242,82.55
220,269,91.76
221,311,106.09
222,265,90.40
223,294,100.29
224,284,96.88
225,297,101.31
226,279,95.17
227,298,101.66
228,258,88.01
229,306,104.38
230,272,92.79
231,241,82.21
232,304,103.70
233,270,92.10
234,260,88.69
235,271,92.45
236,250,85.28
237,322,109.84
238,270,92.10
239,292,99.61
240,317,108.14
241,302,103.02
242,272,92.79
243,301,102.68
244,319,108.82
245,294,100.29
246,272,92.79
247,310,105.75
248,295,100.63
249,297,101.31
250,281,95.86
251,295,100.63
252,307,104.73
253,337,114.96
254,323,110.18
255,304,103.70
256,288,98.24
257,300,102.34
258,281,95.86
259,294,100.29
260,292,99.61
261,326,111.21
262,314,107.11
263,306,104.38
264,336,114.62
265,342,116.67
266,359,122.46
267,319,108.82
268,323,110.18
269,340,115.98
270,357,121.78
271,292,99.61
272,300,102.34
273,315,107.45
274,336,114.62
275,338,115.30
276,294,100.29
277,309,105.41
278,326,111.21
279,330,112.57
280,320,109.16
281,343,117.01
282,334,113.94
283,322,109.84
284,308,105.07
285,362,123.49
286,372,126.90
287,384,130.99
288,352,120.08
289,331,112.91
290,336,114.62
291,312,106.43
292,366,124.85
293,352,120.08
294,325,110.87
295,321,109.50
296,348,118.71
297,286,97.56
298,326,111.21
299,300,102.34
300,369,125.88
301,336,114.62
302,336,114.62
303,336,114.62
304,373,127.24
305,365,124.51
306,368,125.53
307,346,118.03
308,383,130.65
309,352,120.08
310,397,135.43
311,346,118.03
312,336,114.62
313,339,115.64
314,393,134.06
315,384,130.99
316,386,131.67
317,370,126.22
318,338,115.30
319,366,124.85
320,397,135.43
321,339,115.64
322,356,121.44
323,368,125.53
324,341,116.32
325,372,126.90
326,384,130.99
327,370,126.22
328,366,124.85
329,381,129.97
330,374,127.58
331,365,124.51
332,400,136.45
333,404,137.81
334,385,131.33
335,400,136.45
336,362,123.49
337,345,117.69
338,350,119.39
339,399,136.11
340,336,114.62
341,381,129.97
342,384,130.99
343,339,115.64
344,394,134.40
345,405,138.16
346,363,123.83
347,371,126.56
348,381,129.97
349,372,126.90
350,385,131.33
351,332,113.25
352,381,129.97
353,399,136.11
354,402,137.13
355,368,125.53
356,385,131.33
357,406,138.50
358,401,136.79
359,359,122.46
360,419,142.93
361,373,127.24
362,363,123.83
363,401,136.79
364,399,136.11
365,387,132.02
366,427,145.66
367,384,130.99
368,413,140.89
369,422,143.96
370,394,134.40
371,403,137.47
372,400,136.45
373,411,140.20
374,406,138.50
375,418,142.59
376,385,131.33
377,395,134.74
378,379,129.29
379,445,151.80
380,444,151.46
381,432,147.37
382,380,129.63
383,406,138.50
384,452,154.19
386,385,131.33
387,413,140.89
388,455,155.21
389,412,140.54
390,406,138.50
391,398,135.77
392,447,152.48
393,441,150.44
394,424,144.64
395,415,141.57
396,429,146.34
397,437,149.07
398,409,139.52
399,450,153.51
400,431,147.03
401,454,154.87
402,406,138.50
403,414,141.23
404,443,151.12
405,417,142.25
406,447,152.48
407,479,163.40
408,452,154.19
409,448,152.82
410,432,147.37
411,432,147.37
412,445,151.80
413,471,160.67
414,415,141.57
415,458,156.24
416,394,134.40
417,439,149.75
418,493,168.18
419,511,174.32
420,453,154.53
421,448,152.82
422,428,146.00
423,458,156.24
424,432,147.37
425,418,142.59
426,418,142.59
427,440,150.10
428,415,141.57
429,448,152.82
430,464,158.28
431,464,158.28
432,446,152.14
433,396,135.09
434,442,150.78
435,432,147.37
436,523,178.41
438,435,148.39
439,434,148.05
440,447,152.48
441,464,158.28
442,461,157.26
443,506,172.61
444,496,169.20
445,451,153.85
446,471,160.67
447,450,153.51
448,479,163.40
449,464,158.28
450,466,158.96
451,470,160.33
452,451,153.85
453,459,156.58
454,454,154.87
455,448,152.82
456,432,147.37
457,455,155.21
458,481,164.08
459,448,152.82
460,475,162.03
461,496,169.20
462,493,168.18
463,492,167.83
464,496,169.20
465,495,168.86
466,448,152.82
467,472,161.01
468,473,161.35
469,494,168.52
470,471,160.67
471,481,164.08
472,448,152.82
473,498,169.88
474,474,161.69
475,508,173.29
476,465,158.62
477,487,166.13
478,535,182.50
479,482,164.42
480,438,149.41
481,498,169.88
482,464,158.28
483,499,170.22
484,483,164.76
485,511,174.32
486,499,170.22
487,457,155.89
488,502,171.25
489,507,172.95
490,458,156.24
491,551,187.96
492,505,172.27
493,528,180.11
494,529,180.46
495,486,165.79
496,463,157.94
497,506,172.61
498,511,174.32
499,506,172.61
500,528,180.11
501,511,174.32
502,511,174.32
503,496,169.20
504,498,169.88
505,475,162.03
506,465,158.62
507,498,169.88
508,485,165.45
509,530,180.80
510,478,163.06
511,527,179.77
512,473,161.35
513,528,180.11
514,533,181.82
515,501,170.90
516,526,179.43
517,480,163.74
518,528,180.11
519,503,171.59
520,511,174.32
521,486,165.79
522,499,170.22
523,495,168.86
524,498,169.88
525,496,169.20
526,487,166.13
528,507,172.95
529,476,162.38
530,508,173.29
531,532,181.48
532,552,188.30
533,497,169.54
534,496,169.20
535,558,190.35
536,546,186.25
537,544,185.57
538,510,173.97
539,530,180.80
540,540,184.21
541,508,173.29
542,565,192.74
543,543,185.23
544,560,191.03
545,491,167.49
546,528,180.11
547,544,185.57
548,553,188.64
549,555,189.32
550,511,174.32
551,554,188.98
552,511,174.32
553,560,191.03
554,511,174.32
555,534,182.16
556,531,181.14
557,544,185.57
558,532,181.48
559,560,191.03
560,530,180.80
561,526,179.43
562,554,188.98
563,554,188.98
564,557,190.01
565,536,182.84
566,560,191.03
567,511,174.32
568,533,181.82
569,560,191.03
570,531,181.14
571,559,190.69
572,511,174.32
573,576,196.49
574,529,180.46
575,528,180.11
576,592,201.95
577,560,191.03
578,576,196.49
579,554,188.98
580,511,174.32
581,583,198.88
582,574,195.81
583,569,194.10
584,582,198.54
585,576,196.49
586,616,210.13
587,561,191.37
588,525,179.09
589,583,198.88
590,554,188.98
591,528,180.11
592,586,199.90
593,570,194.44
594,497,169.54
595,602,205.36
596,576,196.49
597,525,179.09
598,592,201.95
599,528,180.11
600,581,198.19
601,544,185.57
602,528,180.11
603,577,196.83
604,511,174.32
605,547,186.60
606,530,180.80
607,544,185.57
608,537,183.18
609,565,192.74
610,528,180.11
611,555,189.32
612,576,196.49
613,562,191.71
614,561,191.37
615,542,184.89
616,537,183.18
617,576,196.49
618,535,182.50
619,563,192.05
620,606,206.72
621,587,200.24
622,590,201.26
623,562,191.71
624,590,201.26
625,560,191.03
626,592,201.95
627,609,207.75
628,563,192.05
629,560,191.03
630,582,198.54
631,606,206.72
632,597,203.65
633,566,193.08
634,565,192.74
635,550,187.62
636,558,190.35
637,567,193.42
638,576,196.49
639,602,205.36
640,608,207.40
641,596,203.31
642,559,190.69
643,572,195.12
644,609,207.75
645,612,208.77
646,531,181.14
647,579,197.51
648,560,191.03
649,594,202.63
650,592,201.95
651,560,191.03
652,607,207.06
653,575,196.15
654,594,202.63
655,613,209.11
656,592,201.95
657,559,190.69
658,614,209.45
659,603,205.70
660,550,187.62
661,606,206.72
662,582,198.54
663,576,196.49
664,583,198.88
665,613,209.11
666,599,204.33
667,576,196.49
668,576,196.49
669,592,201.95
670,591,201.61
671,615,209.79
672,624,212.86
673,598,203.99
674,626,213.54
675,464,158.28
676,605,206.38
677,586,199.90
678,612,208.77
679,624,212.86
680,587,200.24
681,590,201.26
682,503,171.59
683,623,212.52
684,578,197.17
685,592,201.95
686,582,198.54
687,595,202.97
688,594,202.63
689,633,215.93
690,576,196.49
691,612,208.77
692,598,203.99
693,607,207.06
694,656,223.78
695,605,206.38
696,576,196.49
697,592,201.95
698,639,217.98
699,581,198.19
700,608,207.40
701,596,203.31
702,610,208.09
703,598,203.99
704,624,212.86
705,599,204.33
706,619,211.16
707,613,209.11
708,585,199.56
709,625,213.20
710,615,209.79
711,616,210.13
712,623,212.52
713,624,212.86
714,624,212.86
715,640,218.32
716,573,195.47
717,590,201.26
718,621,211.84
719,592,201.95
720,591,201.61
721,636,216.96
722,593,202.29
723,608,207.40
724,607,207.06
725,588,200.58
726,627,213.89
727,617,210.47
728,593,202.29
729,571,194.78
730,639,217.98
731,592,201.95
732,566,193.08
734,607,207.06
735,611,208.43
736,638,217.64
737,658,224.46
738,594,202.63
739,630,214.91
740,630,214.91
741,601,205.02
742,602,205.36
743,505,172.27
744,599,204.33
745,610,208.09
746,612,208.77
747,608,207.40
748,637,217.30
749,626,213.54
750,631,215.25
751,656,223.78
752,640,218.32
753,649,221.39
754,650,221.73
755,627,213.89
756,635,216.61
757,631,215.25
758,625,213.20
759,606,206.72
760,641,218.66
761,649,221.39
762,640,218.32
763,626,213.54
764,596,203.31
765,656,223.78
766,601,205.02
767,615,209.79
768,608,207.40
769,631,215.25
770,631,215.25
771,627,213.89
772,643,219.34
773,637,217.30
774,641,218.66
775,609,207.75
776,643,219.34
777,629,214.57
778,695,237.08
779,634,216.27
780,480,163.74
781,651,222.07
782,639,217.98
783,624,212.86
784,635,216.61
785,631,215.25
786,637,217.30
787,624,212.86
788,640,218.32
789,624,212.86
790,605,206.38
791,609,207.75
792,624,212.86
793,617,210.47
794,614,209.45
795,658,224.46
796,630,214.91
797,683,232.99
798,656,223.78
799,661,225.48
800,638,217.64
801,683,232.99
802,630,214.91
803,602,205.36
804,630,214.91
805,656,223.78
806,652,222.41
807,669,228.21
808,625,213.20
809,645,220.03
810,634,216.27
811,614,209.45
812,651,222.07
813,638,217.64
814,654,223.10
815,662,225.83
816,613,209.11
817,669,228.21
818,660,225.14
819,669,228.21
820,616,210.13
821,659,224.80
822,683,232.99
823,647,220.71
824,649,221.39
825,656,223.78
826,672,229.24
827,668,227.87
828,688,234.69
829,658,224.46
830,662,225.83
831,675,230.26
832,627,213.89
833,674,229.92
834,686,234.01
835,620,211.50
836,688,234.69
837,675,230.26
838,674,229.92
839,649,221.39
840,640,218.32
841,647,220.71
842,622,212.18
843,674,229.92
844,678,231.28
845,656,223.78
846,640,218.32
847,663,226.17
848,638,217.64
849,684,233.33
850,691,235.72
851,662,225.83
852,630,214.91
853,675,230.26
854,630,214.91
855,654,223.10
856,687,234.35
857,685,233.67
858,655,223.44
859,697,237.76
860,656,223.78
861,688,234.69
862,645,220.03
863,699,238.45
864,646,220.37
865,689,235.04
866,656,223.78
867,639,217.98
868,663,226.17
869,677,230.94
870,653,222.76
871,697,237.76
872,668,227.87
873,659,224.80
874,673,229.58
875,669,228.21
876,644,219.69
877,649,221.39
878,695,237.08
879,688,234.69
880,630,214.91
882,638,217.64
883,659,224.80
884,655,223.44
885,702,239.47
886,655,223.44
887,690,235.38
888,640,218.32
889,699,238.45
890,681,232.31
891,646,220.37
892,691,235.72
893,672,229.24
894,679,231.62
895,646,220.37
896,655,223.44
897,679,231.62
898,671,228.90
899,655,223.44
900,669,228.21
901,662,225.83
902,690,235.38
903,654,223.10
904,654,223.10
905,704,240.15
906,704,240.15
